"","n113","n114","n115","n116","n117","n118","n119","n121","markers"
"O35685",0.0442351294,0.0555796939,0.023649723,0.0578725595,0.0496234437,0.050045625,0.0369086287,0.6820851966,"unknown"
"O55022",0.1449884025,0.1537134749,0.0508604274,0.2654433493,0.1843598997,0.147166606,0.0464699967,0.0069978434,"unknown"
"O55143",0.1899812245,0.1855986869,0.0541213849,0.2189925565,0.157572606,0.1272626433,0.0443590741,0.0221118238,"Endoplasmic reticulum"
"P00761",0.1266065731,0.149289006,0.0201828229,0.1666147965,0.1559788774,0.1698386032,0.0464869962,0.1650023246,"unknown"
"P06745",0.1264467004,0.0603694147,0.2499563111,0.0416872634,0.0251151228,0.0074660386,0.0276041635,0.4613549855,"unknown"
"P08752",0.4478254737,0.2782744476,0.0532787586,0.1226663049,0.0611125836,0.0256938458,0.0081965759,0.0029520099,"unknown"
"P11103",0.0298051728,0.0366813041,0.0191807089,0.0580682441,0.1182882474,0.5049197524,0.1808421416,0.0522144286,"unknown"
"P11260",0.086768626,0.0937170898,0.0253739079,0.1118060305,0.1390498937,0.2457097219,0.198350971,0.0992237591,"unknown"
"P16460",0.1109639796,0.122930878,0.02338893,0.1110764978,0.0911360256,0.196642119,0.1775342029,0.1663273671,"unknown"
"P19253",0.0767277922,0.0581261005,0.0645826729,0.1108618144,0.105490315,0.1002852771,0.3806524873,0.1032735407,"60S Ribosome"
"P26041",0.229777166,0.2797339552,0.0454665868,0.1961341679,0.0993937972,0.0615183112,0.0347433428,0.0532326729,"Plasma membrane"
"P30416",0.0590639732,0.0651268571,0.016355697,0.0513426705,0.0321339527,0.0447916395,0.0202469375,0.7109382726,"unknown"
"P35293",0.2260613599,0.2210569178,0.1094850329,0.2134196958,0.109525606,0.0716443832,0.027158296,0.0216487084,"unknown"
"P35979",0.0488078388,0.0711370301,0.0242365533,0.1628573234,0.1609956324,0.1588983948,0.2287988464,0.1442683808,"60S Ribosome"
"P35980",0.0902067334,0.0835906145,0.0350793301,0.1334082486,0.128113306,0.1239492474,0.3038970729,0.1017554471,"60S Ribosome"
"P40142",0.0367952836,0.0351634458,0.0300857816,0.0369075357,0.0334000908,0.0778369435,0.0743884834,0.6754224355,"unknown"
"P45952",0.0302985589,0.0315664552,0.0111779204,0.1069633524,0.4338202449,0.31142731,0.0592967241,0.0154494341,"Mitochondrion"
"P47963",0.0922961582,0.0784995569,0.0502413475,0.1152605388,0.1117563048,0.1088713414,0.3581607888,0.0849139636,"60S Ribosome"
"P49718",0.0624257865,0.0530136039,0.0150396963,0.0595816002,0.051179436,0.1033847138,0.1061815338,0.5491936294,"unknown"
"P50516",0.1376799509,0.1682825391,0.0915264087,0.1853529333,0.0769661226,0.0342336016,0.0354726928,0.2704857512,"unknown"
"P60122",0.0699641964,0.0704642866,0.0242289274,0.0679047574,0.062552334,0.3016820518,0.1479455223,0.255257924,"unknown"
"P62082",0.0745104885,0.0721452849,0.014617336,0.1328004608,0.1292115289,0.1452562801,0.258884349,0.1725742718,"40S Ribosome"
"P62259",0.1446630235,0.188994533,0.0259574668,0.1212018482,0.060967917,0.0303348204,0.0051622492,0.4227181419,"unknown"
"P62270",0.0546576955,0.0664304269,0.0155692738,0.1153354585,0.1236072352,0.1344834383,0.3052807861,0.1846356857,"40S Ribosome"
"P62717",0.0726215473,0.0771697355,0.0216958441,0.1814447638,0.1619742945,0.1434186126,0.231764483,0.109910719,"60S Ribosome"
"P70168",0.0963579006,0.1017271013,0.0256599212,0.0931876942,0.0639037085,0.0891686519,0.0455962939,0.4843987285,"unknown"
"P80315",0.0817432958,0.0785106821,0.0206263035,0.0762686036,0.0619264063,0.1274633173,0.1765091699,0.3769522215,"unknown"
"P97461",0.1190546404,0.0867244153,0.0238797395,0.1108159094,0.100908121,0.1035818441,0.2981983682,0.1568369622,"40S Ribosome"
"P97807",0.0503462301,0.0647871649,0.0122033334,0.1467702923,0.3670368251,0.2657662427,0.046139255,0.0469506565,"unknown"
"Q02257",0.1769557706,0.1723543397,0.0518422838,0.207707451,0.1381855193,0.1021098639,0.0894044721,0.0614402996,"Plasma membrane"
"Q08943",0.0430309567,0.0445648014,0.0133177218,0.053394907,0.0550226663,0.4359845268,0.1402947122,0.2143897077,"unknown"
"Q11011",0.0769209119,0.0852299296,0.0283549929,0.0787888328,0.1430939058,0.1472374669,0.0555383575,0.3848356026,"unknown"
"Q1HFZ0",0.074345905,0.0654642239,0.0269790722,0.0689080564,0.0754470425,0.1107210902,0.087758964,0.4903756457,"unknown"
"Q3V1T4",0.127450319,0.13246553,0.0466821382,0.1709508191,0.2013494045,0.1946494815,0.0757813379,0.0506709698,"unknown"
"Q5XJY5",0.0611529399,0.0909231086,0.0448948735,0.2119854025,0.1612158235,0.1944143214,0.0918084158,0.143605115,"unknown"
"Q60930",0.0576631907,0.0535775014,0.017913894,0.1399386078,0.3869931014,0.2640592449,0.0735642507,0.0062902092,"Mitochondrion"
"Q61024",0.0556677961,0.0758024807,0.012338621,0.057275359,0.0346773354,0.0295188579,0.013326544,0.721393006,"unknown"
"Q61235",0.3175542909,0.2014329285,0.0374817047,0.1614612963,0.1253350588,0.110102858,0.0375120826,0.0091197802,"unknown"
"Q61553",0.1855624086,0.2406731826,0.0667579044,0.1948498563,0.0929481659,0.0520492786,0.0184795981,0.1486796056,"unknown"
"Q61598",0.1288835194,0.1378661064,0.0334949124,0.0821477868,0.0406609169,0.0292128057,0.0162848183,0.5314491342,"unknown"
"Q61753",0.0934686236,0.095966476,0.0274524671,0.0703321197,0.0411819036,0.0429935591,0.0273309537,0.6012738972,"unknown"
"Q64433",0.0238223489,0.0222281867,0.0547463382,0.0729345171,0.3279820808,0.207454284,0.2729586083,0.017873636,"Mitochondrion"
"Q68FH0",0.317745413,0.1694031614,0.0462072716,0.1540464846,0.1256749855,0.0926492466,0.0533537805,0.0409196567,"unknown"
"Q6P5F9",0.0704191671,0.0709549285,0.0267141975,0.0894771292,0.0890197892,0.1406233353,0.1723967939,0.3403946592,"unknown"
"Q6PDQ2",0.0443312394,0.0532256013,0.0210712468,0.0611148703,0.0724801094,0.5480655119,0.1144275347,0.0852838861,"Nucleus - Chromatin"
"Q8BHC4",0.0811381934,0.0939181533,0.0301294377,0.2012541077,0.2947174112,0.225935702,0.0531005203,0.0198064746,"unknown"
"Q8BKG3",0.2655767227,0.2392903738,0.036220121,0.1880362863,0.1112008136,0.1009137461,0.0334105422,0.0253513945,"Plasma membrane"
"Q8BLN5",0.1341158281,0.171606906,0.0460901387,0.2319666835,0.1552184446,0.156455332,0.0477357311,0.0568109359,"unknown"
"Q8R3B1",0.2812491656,0.224838451,0.0354347927,0.1708073352,0.1143200653,0.0747263219,0.0316535602,0.0669703081,"unknown"
"Q8VDF2",0.17789726,0.1496595822,0.0200761688,0.0818011579,0.1113414826,0.0924377725,0.2327862228,0.1340003533,"unknown"
"Q8VIJ6",0.0297076367,0.0344438148,0.0120475275,0.0570046294,0.062848605,0.1424452106,0.5217692553,0.1397333205,"unknown"
"Q91V92",0.0743450952,0.0836719755,0.0238459621,0.0885682614,0.0879058706,0.0991781173,0.1210622079,0.4214225099,"Cytosol"
"Q99PL5",0.0944326169,0.108938594,0.0360206618,0.2255616158,0.2367786569,0.1846259736,0.0645175236,0.0491243576,"Endoplasmic reticulum"
"Q9CPR4",0.0648319979,0.0810571979,0.0213901274,0.1743730061,0.1637159536,0.1766980354,0.2082268262,0.1097068554,"60S Ribosome"
"Q9CR57",0.1220914818,0.0993843328,0.0398415687,0.1438391209,0.1239280393,0.1113943473,0.2616886582,0.097832451,"unknown"
"Q9CWJ9",0.0722334019,0.072491575,0.0216776482,0.0624788089,0.0457753784,0.0603080003,0.0483952148,0.6166399725,"unknown"
"Q9CZU6",0.0308856047,0.0291249919,0.0197272702,0.0963024311,0.4866835413,0.2238977786,0.1034215922,0.0099567899,"Mitochondrion"
"Q9D051",0.0111665727,0.0175285686,9.9413850268414e-05,0.1026058016,0.5105523895,0.2663758906,0.0913573618,0.0003140013,"Mitochondrion"
"Q9D0E1",0.0768325035,0.0922736157,0.0229456977,0.11264276,0.0944121413,0.2118115415,0.2558731474,0.133208593,"unknown"
"Q9DB05",0.1388077446,0.2011064783,0.0979611968,0.25268243,0.1285551104,0.0708049626,0.0385597894,0.0715222878,"unknown"
"Q9DBG3",0.1675395512,0.1576944056,0.0591021549,0.2295414551,0.1558000492,0.1198770659,0.0726467354,0.0377985828,"unknown"
"Q9DC61",0.0209011486,0.0264830539,0.0090357528,0.1266733321,0.474392416,0.2813829504,0.0526961955,0.0084351507,"Mitochondrion"
"Q9DCN2",0.0555924945,0.1017066912,0.0192981483,0.2447605064,0.2855993611,0.2522913994,0.0368345052,0.0039168939,"unknown"
"Q9JHS4",0.0482937926,0.0495008518,0.0241023917,0.1165879051,0.4026776723,0.2467588569,0.0871623516,0.024916178,"unknown"
"Q9QXT0",0.1046053195,0.1394038651,0.0680408369,0.2372950637,0.1889430944,0.1744984094,0.055794615,0.0314187959,"Endoplasmic reticulum"
"Q9WTM5",0.0469245694,0.0632734431,0.0166802438,0.0716515164,0.0731738993,0.3586052472,0.1271162088,0.242574872,"unknown"
"Q9WUA3",0.0855501453,0.0744114388,0.0339908453,0.0793236595,0.0940239041,0.150087466,0.1849588709,0.29765367,"unknown"
"Q9Z0X1",0.0396909795,0.0546712817,0.0205813444,0.135550224,0.3995248068,0.2766236858,0.0508291142,0.0225285636,"Mitochondrion"
"Q3U944",0.0947441638,0.1246840275,0.0489349519,0.3156354839,0.2092676352,0.1615377632,0.0408761892,0.0043197855,"unknown"
"Q3UJN1",0.0446049311,0.0517728617,0.0156126921,0.0485024752,0.0458208428,0.1225001557,0.0659739153,0.605212126,"unknown"
"A2TJV2",0.3371058535,0.2088348363,0.1199411862,0.1422297456,0.0916802404,0.0523146783,0.0261707658,0.0217226938,"Plasma membrane"
"O08547",0.0839173502,0.1405048556,0.021234138,0.2499175386,0.1857317748,0.2790558024,0.0292967354,0.0103418051,"unknown"
"O08917",0.2525271378,0.1681419085,0.0477960372,0.1608037891,0.1394746213,0.1214713788,0.0552610515,0.0545240759,"unknown"
"O35855",0.0641669242,0.0911344633,0.0420712063,0.1209760211,0.3126521958,0.2269012923,0.0961628886,0.0459350084,"Mitochondrion"
"O35857",0.0370955518,0.0374599681,0.0166755466,0.101523875,0.4286679723,0.2631856907,0.0879772561,0.0274141395,"Mitochondrion"
"O70503",0.1224771746,0.135709088,0.0611655948,0.2551833947,0.1966093982,0.1665329904,0.0482698985,0.0140524608,"Endoplasmic reticulum"
"P08103",0.2450239277,0.2118944874,0.0781529571,0.1753736063,0.1136408981,0.0829376559,0.0529778877,0.0399985797,"unknown"
"P10126",0.0180824829,0.027213583,0.012986735,0.0934962539,0.1102055127,0.3028375189,0.2631171669,0.1720607468,"unknown"
"P12382",0.0897580818,0.0859159235,0.0389839046,0.080084325,0.0704372293,0.1075443142,0.1747074756,0.3525687459,"unknown"
"P14115",0.0756213168,0.0779655347,0.0203712401,0.1676478091,0.1937581827,0.1706013861,0.1906803254,0.1033542053,"60S Ribosome"
"P14152",0.0562404643,0.0684906835,0.0284909427,0.0610843143,0.059939465,0.0613404407,0.0358904083,0.6285232812,"unknown"
"P14602",0.0853376966,0.0847937626,0.0199333832,0.0654680671,0.0353975823,0.0280215456,0.0346313549,0.6464166076,"unknown"
"P14824",0.0732317121,0.0838017855,0.0237207957,0.0759793672,0.051695457,0.0448797533,0.043353249,0.6033378802,"unknown"
"P17427",0.180406525,0.152048006,0.0623608793,0.192838195,0.1525829234,0.1235045314,0.0877474958,0.0485114441,"unknown"
"P18242",0.0762272644,0.1626847707,0.0633773795,0.4269040214,0.2048938287,0.0414258371,0.0188097153,0.0056771829,"unknown"
"P19096",0.10174273,0.1015080742,0.0225788819,0.0706926737,0.0495433797,0.0462209664,0.0389367754,0.5687765186,"Cytosol"
"P19783",0.0323029694,0.0270915044,0.0193833257,0.1033485727,0.4446470135,0.2628923503,0.1036230024,0.0067112617,"Mitochondrion"
"P24369",0.0987147261,0.1250695134,0.0298642501,0.2921658884,0.2243597727,0.1866933985,0.0352929368,0.0078395141,"Endoplasmic reticulum"
"P24547",0.0380181092,0.034748373,0.0151459522,0.0409436175,0.044722686,0.0480187849,0.0762555048,0.7021469722,"Cytosol"
"P24668",0.0356484017,0.1787224442,0.0517950387,0.4809141628,0.1679218317,0.0578900243,0.0174317325,0.0096763641,"Lysosome"
"P26040",0.2764736521,0.2967872483,0.0340443567,0.1685522429,0.0801652428,0.0647961265,0.0254467267,0.053734404,"Plasma membrane"
"P32037",0.2491047546,0.2758381702,0.0401324056,0.2116666168,0.1200748046,0.0877460493,0.0139344526,0.0015027462,"unknown"
"P39061",0.1017968173,0.122566605,0.0477933692,0.2196066558,0.2062133725,0.146253189,0.0681932584,0.0875767328,"unknown"
"P39447",0.2249695461,0.1607136073,0.0440015387,0.1625772955,0.1346554926,0.140985096,0.0729458832,0.0591515406,"unknown"
"P53996",0.0688769538,0.0599843328,0.028774928,0.0834542261,0.1073892697,0.2302984396,0.2498516675,0.1713701824,"unknown"
"P57776",0.0531107285,0.0646908129,0.0228918593,0.0923093569,0.080593033,0.2084686694,0.0595110423,0.4184244976,"unknown"
"P61255",0.0574647669,0.0684457023,0.0189783623,0.1512111637,0.1560753276,0.1523177944,0.2699989198,0.125507963,"60S Ribosome"
"P61358",0.1015471138,0.0989729465,0.0196038735,0.1682618891,0.1463459989,0.1467727662,0.2024743821,0.1160210298,"60S Ribosome"
"P62192",0.034294092,0.0554017436,0.0143407774,0.0579609073,0.0400308564,0.0546852632,0.0413296901,0.7019566702,"Proteasome"
"P62242",0.0410132716,0.0513468077,0.017574214,0.1083775775,0.129975439,0.1193260733,0.3536938264,0.1786927904,"40S Ribosome"
"P62267",0.1058798113,0.0721600409,0.0376697527,0.1172441158,0.1174788173,0.1115758843,0.3217480936,0.1162434841,"40S Ribosome"
"P62281",0.0805874269,0.059989727,0.0279148566,0.1017466873,0.1126022709,0.1075894899,0.3713946899,0.1381748515,"40S Ribosome"
"P62830",0.072847263,0.0607601788,0.0382201413,0.1055705153,0.1065703512,0.1199242615,0.3871410441,0.1089662449,"60S Ribosome"
"P62874",0.2956084579,0.2107104323,0.0553907058,0.1845616325,0.1263726735,0.0804514688,0.03199706,0.0149075693,"unknown"
"P62918",0.0947522553,0.0900933578,0.027624649,0.1476248978,0.1479462216,0.1385877446,0.2571671838,0.09620369,"60S Ribosome"
"P70404",0.0369171382,0.0374393224,0.0132075612,0.1064319094,0.3799514488,0.3074498325,0.091504913,0.0270978745,"Mitochondrion"
"P84091",0.2605335983,0.1542074261,0.0411047755,0.1651952768,0.1482079976,0.1194342209,0.0559393799,0.0553773248,"unknown"
"P97311",0.023752812,0.0368310966,0.0111896242,0.0337555058,0.034794886,0.0964341459,0.0462704455,0.716971484,"unknown"
"Q01320",0.0374634632,0.044891864,0.0161344966,0.0528148433,0.0677791476,0.591261044,0.1414856116,0.0481695297,"unknown"
"Q02819",0.1004218111,0.1306071835,0.057255804,0.2268889153,0.1583682348,0.1414009002,0.0466799476,0.1383772035,"unknown"
"Q03173",0.1454350379,0.1781001167,0.035916621,0.1902028892,0.114694469,0.0723082246,0.0380055425,0.2253370991,"unknown"
"Q3TJ91",0.1075733653,0.1316123075,0.0356121013,0.1377943478,0.0969187179,0.3786124132,0.0805472862,0.0313294609,"unknown"
"Q3U0V1",0.109055426,0.1257653383,0.0392477133,0.1197412746,0.1002125279,0.1224090822,0.2212541519,0.1623144858,"unknown"
"Q3UJB9",0.0854638627,0.0951060517,0.0397662444,0.1276225633,0.1251357283,0.234898785,0.2169979048,0.0750088597,"unknown"
"Q5NBX1",0.1872048412,0.1525580719,0.0779797053,0.1391087607,0.141098768,0.1255963212,0.0827426142,0.0937109175,"unknown"
"Q60605",0.0665490863,0.0891167351,0.0218982197,0.1371491762,0.1628140101,0.295616678,0.0878744004,0.1389816942,"unknown"
"Q61595",0.1542699318,0.1244695169,0.078872296,0.1752996043,0.1629100184,0.1355616351,0.0953297605,0.0732872369,"unknown"
"Q62470",0.2906639216,0.2349909783,0.047657427,0.1971923492,0.1091574365,0.068214382,0.0306083636,0.0215151417,"Plasma membrane"
"Q64133",0.0666788562,0.0884845643,0.0362190134,0.1435146462,0.3018881694,0.2311231976,0.1085927558,0.0234987972,"unknown"
"Q6A4J8",0.0877745862,0.0997769684,0.0337008139,0.0846744369,0.0646500158,0.1177397417,0.0794039183,0.4322795188,"unknown"
"Q6DYE8",0.289089564,0.3321750346,0.0387655753,0.1793603877,0.074764314,0.0505422115,0.016600609,0.0187023038,"unknown"
"Q6J1H4",0.0212029779,0.0232095366,0.0076685209,0.0370479071,0.0605899009,0.7128848184,0.1101848682,0.02721147,"unknown"
"Q6NVG5",0.1933723905,0.2594546233,0.0845920877,0.2696605707,0.1135866917,0.0404097538,0.021104817,0.0178190654,"unknown"
"Q6P9P6",0.0801989064,0.0806821018,0.0271466049,0.1048821607,0.1279178035,0.328214883,0.1954405387,0.0555170011,"unknown"
"Q6PR54",0.0382231784,0.0413370549,0.0220619607,0.0578953877,0.0719131085,0.503354217,0.2177797091,0.0474353837,"Nucleus - Chromatin"
"Q6Y7W8",0.0757161499,0.0715371707,0.0367934846,0.0920292389,0.0992782246,0.1239215665,0.4133997615,0.0873244033,"unknown"
"Q6ZPR5",0.0663371051,0.1093249698,0.0265399491,0.2155348613,0.1488551757,0.2985610609,0.0552315043,0.0796153739,"unknown"
"Q6ZQ38",0.1663390881,0.1426642704,0.0193332571,0.1028992343,0.0552535186,0.0952178691,0.0453119087,0.3729808536,"unknown"
"Q7TPV4",0.0672291324,0.0924161485,0.0201425529,0.1253166371,0.0940465767,0.260222968,0.1393560377,0.2012699466,"unknown"
"Q810A7",0.0653382717,0.0783556363,0.0316318473,0.0900930208,0.0999797619,0.1380307494,0.2781157199,0.2184549927,"unknown"
"Q811D0",0.2068786355,0.1882478199,0.030483414,0.1967339183,0.1326782908,0.1373379814,0.0567886995,0.0508512408,"unknown"
"Q8BFP9",0.075502922,0.0780502293,0.0386828913,0.1190609953,0.2709646562,0.2052372559,0.1029738349,0.1095272153,"Mitochondrion"
"Q8BGQ7",0.1058775555,0.0969710007,0.0237856362,0.075003963,0.0532409593,0.0443622857,0.0259964581,0.5747621415,"unknown"
"Q8BIJ6",0.057369766,0.0718472493,0.0503022714,0.1188268972,0.300153082,0.2146641946,0.0839430535,0.1028934861,"Mitochondrion"
"Q8BP67",0.1675630333,0.1192038612,0.016483372,0.1733438044,0.1473332997,0.1399234751,0.1305144719,0.1056346824,"60S Ribosome"
"Q8BT07",0.1015025956,0.122151166,0.0344190178,0.1662073533,0.1241920027,0.1608043587,0.1093672892,0.1813562168,"unknown"
"Q8BU30",0.0799372309,0.0757390578,0.0250725494,0.0628027,0.047986774,0.0593457897,0.0523785198,0.5967373785,"unknown"
"Q8C2Q3",0.0521454295,0.0509423008,0.0327544889,0.0568309804,0.0697900685,0.1278656325,0.5593240764,0.0503470231,"Nucleus - Nucleolus"
"Q8CFA2",0.0324646061,0.0441021366,0.0099908638,0.1383670206,0.4096558004,0.3062143508,0.0394825102,0.0197227115,"Mitochondrion"
"Q8K297",0.1035941556,0.1407399746,0.02838548,0.2692814533,0.2156598657,0.1930549886,0.0315832009,0.0177008813,"Endoplasmic reticulum"
"Q8K411",0.0316208878,0.0348243217,0.0111634664,0.1211609207,0.4283607359,0.295051545,0.0647301498,0.0130879728,"unknown"
"Q8VCM8",0.0926989359,0.1167020557,0.0361001298,0.2188397178,0.1999832359,0.204605765,0.0905298666,0.0405402933,"Endoplasmic reticulum"
"Q8VCW8",0.0364828764,0.0475034761,0.0231996455,0.1221974853,0.3962687982,0.2712499514,0.0782085405,0.0248892265,"unknown"
"Q91VD9",0.0767683637,0.096147056,0.0464331794,0.1265859243,0.2753511041,0.234384914,0.1010852491,0.0432442094,"unknown"
"Q91VR2",0.0338211753,0.0323107906,0.0179445459,0.0837612232,0.427481992,0.289621203,0.095109574,0.0199494961,"Mitochondrion"
"Q91W43",0.0668596845,0.0605138341,0.026679973,0.1052443741,0.2986710454,0.2019770104,0.0807461407,0.1593079378,"unknown"
"Q922B2",0.0505014939,0.0583834482,0.025700994,0.0749794613,0.0686883353,0.1200781111,0.1126901324,0.4889780238,"Cytosol"
"Q99KE1",0.0320106068,0.0498519503,0.0159954551,0.1118931237,0.3950440656,0.2698262125,0.0888330128,0.0365455731,"Mitochondrion"
"Q99M87",0.0392463761,0.0385345783,0.0178677306,0.1049280934,0.3896021487,0.2285031179,0.0754749214,0.1058430336,"unknown"
"Q99MD9",0.0251413861,0.0261986018,0.0102045545,0.0357377324,0.0214241404,0.0320047637,0.0166249742,0.8326638469,"unknown"
"Q99MN1",0.0655772865,0.0666828524,0.0196470199,0.0813132782,0.1105977696,0.0914889996,0.0412169062,0.5234758875,"unknown"
"Q99P72",0.1338234511,0.1612230649,0.0979860815,0.2736558404,0.178355229,0.1027622158,0.0383571594,0.0138369579,"unknown"
"Q9CPR5",0.0405532176,0.0784214729,0.0334842661,0.1158775062,0.3845829924,0.237146525,0.0852078868,0.0247261329,"Mitochondrion"
"Q9CPV4",0.0483347831,0.0627834718,0.0280220589,0.067346008,0.0917597162,0.1184391272,0.0546637004,0.5286511344,"unknown"
"Q9CWK8",0.0945077543,0.208447616,0.0587425037,0.2076919712,0.0766540706,0.0790122306,0.0464337588,0.2285100948,"unknown"
"Q9D1Q6",0.0466427496,0.0866249173,0.0938532241,0.2735108109,0.26355017,0.1552931492,0.0648877027,0.0156372762,"Endoplasmic reticulum"
"Q9D1R9",0.0935480703,0.0846811642,0.0254757962,0.1457041234,0.1475179243,0.1366144619,0.2461478428,0.1203106168,"60S Ribosome"
"Q9D6R2",0.0234986452,0.0233098829,0.0237136537,0.0773975574,0.4318221889,0.2754502335,0.1330972569,0.0117105814,"Mitochondrion"
"Q9DB20",0.0116253276,0.019050439,0.0070295685,0.1064532029,0.4940969019,0.3043232058,0.0574208182,5.36079820936486e-07,"Mitochondrion"
